Exercício;Mês;RF;UA;Valor
2019;Janeiro;1ª;AEROPORTO INTERNACIONAL DE BRASÍLIA;1364570,88
2019;Janeiro;1ª;MUNDO NOVO;2217500
2019;Janeiro;1ª;PONTA PORÃ;15036870,83
2019;Janeiro;2ª;RIO BRANCO;860882,72
2019;Janeiro;2ª;BOA VISTA;4952,1
2019;Janeiro;4ª;JOÃO PESSOA;145090
2019;Janeiro;7ª;NITERÓI;100
2019;Janeiro;8ª;ARAÇATUBA;461240
2019;Janeiro;8ª;LIMEIRA;842389,23
2019;Janeiro;8ª;PIRACICABA;1014131,51
2019;Janeiro;8ª;PORTO DE SANTOS;6100,11
2019;Janeiro;9ª;FLORIANÓPOLIS;8193700
2019;Janeiro;10ª;NOVO HAMBURGO;2450
2019;Janeiro;10ª;SANTO ÂNGELO;600
2019;Fevereiro;1ª;GOIÂNIA;13386652
2019;Fevereiro;1ª;MUNDO NOVO;2964753,4
2019;Fevereiro;1ª;PONTA PORÃ;3423000
2019;Fevereiro;4ª;JOÃO PESSOA;961880
2019;Fevereiro;5ª;SALVADOR;1491982,4
2019;Fevereiro;6ª;UBERABA;8182000
2019;Fevereiro;8ª;ARAÇATUBA;2476800
2019;Fevereiro;8ª;FRANCA;155005
2019;Fevereiro;8ª;AEROPORTO INTERNACIONAL DE SÃO PAULO;405,23
2019;Fevereiro;8ª;PORTO DE SANTOS;32315,32
2019;Fevereiro;8ª;SÃO PAULO;9594585
2019;Fevereiro;9ª;FOZ DO IGUAÇU;8454533,88
2019;Fevereiro;10ª;NOVO HAMBURGO;6400
2019;Fevereiro;10ª;PORTO ALEGRE;4998300
2019;Março;1ª;AEROPORTO INTERNACIONAL DE BRASÍLIA;1787,7
2019;Março;1ª;MUNDO NOVO;3812500
2019;Março;1ª;PONTA PORÃ;15535000
2019;Março;2ª;BOA VISTA;2173,9
2019;Março;3ª;FORTALEZA;3384158,22
2019;Março;5ª;ARACAJU;7077606,2
2019;Março;6ª;BELO HORIZONTE;5733999,61
2019;Março;7ª;PORTO DE VITÓRIA;2485000
2019;Março;8ª;PRESIDENTE PRUDENTE;2589601,48
2019;Março;8ª;TAUBATÉ;5258153,98
2019;Março;8ª;SOROCABA;11724099,57
2019;Março;8ª;ARARAQUARA;2392044,06
2019;Março;8ª;JUNDIAÍ;19859
2019;Março;8ª;AEROPORTO INTERNACIONAL DE SÃO PAULO;989,45
2019;Março;8ª;PORTO DE SANTOS;22592,56
2019;Março;9ª;FOZ DO IGUAÇU;6860155,06
2019;Março;9ª;JOAÇABA;7499861,8
2019;Março;10ª;PASSO FUNDO;1356385
2019;Março;10ª;SANTANA DO LIVRAMENTO;1770353,5
2019;Abril;1ª;AEROPORTO INTERNACIONAL DE BRASÍLIA;827068,98
2019;Abril;1ª;CAMPO GRANDE;31898079,1
2019;Abril;1ª;MUNDO NOVO;22946866,7
2019;Abril;1ª;PONTA PORÃ;3827673
2019;Abril;4ª;MACEIÓ;530687,5
2019;Abril;6ª;UBERABA;5875000
2019;Abril;6ª;BELO HORIZONTE;292355
2019;Abril;7ª;NITERÓI;4000
2019;Abril;8ª;ARAÇATUBA;705300
2019;Abril;8ª;MARÍLIA;2102500
2019;Abril;8ª;JUNDIAÍ;740
2019;Abril;8ª;AEROPORTO INTERNACIONAL DE VIRACOPOS;95,48
2019;Abril;8ª;SÃO PAULO;783140
2019;Abril;9ª;FOZ DO IGUAÇU;13815340,2
2019;Abril;9ª;LAGES;66020
2019;Abril;10ª;SANTA MARIA;2504050,88
2019;Abril;10ª;PASSO FUNDO;847420
2019;Maio;1ª;AEROPORTO INTERNACIONAL DE BRASÍLIA;336618,8
2019;Maio;1ª;ANÁPOLIS;221855
2019;Maio;1ª;CAMPO GRANDE;22308200
2019;Maio;1ª;MUNDO NOVO;9952500
2019;Maio;1ª;PONTA PORÃ;3590345,8
2019;Maio;2ª;BOA VISTA;521,6
2019;Maio;3ª;JUAZEIRO DO NORTE;2287636,55
2019;Maio;3ª;IMPERATRIZ;3940000
2019;Maio;4ª;RECIFE;4435235,5
2019;Maio;6ª;JUIZ DE FORA;714382,7
2019;Maio;7ª;CAMPOS DOS GOYTACAZES;22318
2019;Maio;8ª;ARAÇATUBA;491200
2019;Maio;8ª;PRESIDENTE PRUDENTE;1544772,88
2019;Maio;8ª;SÃO JOSÉ DO RIO PRETO;31210579,57
2019;Maio;8ª;SOROCABA;10363829,71
2019;Maio;8ª;LIMEIRA;257035,38
2019;Maio;8ª;MARÍLIA;3002881,8
2019;Maio;8ª;AEROPORTO INTERNACIONAL DE SÃO PAULO;8059,85
2019;Maio;8ª;PORTO DE SANTOS;373438,16
2019;Maio;9ª;CASCAVEL;38167359,52
2019;Maio;10ª;SANTA MARIA;5819500
2019;Maio;10ª;CAXIAS DO SUL;1167707,32
2019;Maio;10ª;NOVO HAMBURGO;31264
2019;Maio;10ª;SANTA CRUZ DO SUL;2592974,1
2019;Maio;10ª;PORTO ALEGRE;1903420
2019;Maio;10ª;SANTANA DO LIVRAMENTO;300300,38
2019;Junho;1ª;AEROPORTO INTERNACIONAL DE BRASÍLIA;991800
2019;Junho;1ª;MUNDO NOVO;3222500
2019;Junho;2ª;MACAPÁ;2485
2019;Junho;2ª;BOA VISTA;8278,3
2019;Junho;3ª;FORTALEZA;4158826,8
2019;Junho;5ª;FEIRA DE SANTANA;1349360,6
2019;Junho;5ª;VITÓRIA DA CONQUISTA;13123350
2019;Junho;5ª;ARACAJU;52450
2019;Junho;6ª;JUIZ DE FORA;471700
2019;Junho;6ª;MONTES CLAROS;1808573,17
2019;Junho;6ª;POÇOS DE CALDAS;7619435
2019;Junho;6ª;BELO HORIZONTE;7011307
2019;Junho;7ª;NOVA IGUAÇU;1068328
2019;Junho;8ª;BAURU;1165530,75
2019;Junho;8ª;LIMEIRA;694237,83
2019;Junho;8ª;ARARAQUARA;5695968,37
2019;Junho;8ª;FRANCA;2518615
2019;Junho;8ª;PIRACICABA;20396962,74
2019;Junho;8ª;AEROPORTO INTERNACIONAL DE SÃO PAULO;5842,45
2019;Junho;8ª;PORTO DE SANTOS;91071,26
2019;Junho;8ª;SÃO PAULO;907285
2019;Junho;9ª;LONDRINA;26088418,25
2019;Junho;9ª;MARINGÁ;15948309,42
2019;Junho;9ª;FOZ DO IGUAÇU;1080384,2
2019;Junho;10ª;NOVO HAMBURGO;80515
2019;Junho;10ª;URUGUAIANA;325
2019;Junho;10ª;PORTO ALEGRE;3996230
2019;Julho;1ª;CAMPO GRANDE;17575900
2019;Julho;1ª;PONTA PORÃ;12331050
2019;Julho;2ª;BOA VISTA;769,64
2019;Julho;6ª;UBERABA;11237500
2019;Julho;7ª;NITERÓI;3934
2019;Julho;8ª;TAUBATÉ;26115
2019;Julho;8ª;MARÍLIA;3150000
2019;Julho;8ª;JUNDIAÍ;115250
2019;Julho;8ª;PORTO DE SANTOS;1190
2019;Julho;8ª;SÃO PAULO;1000
2019;Julho;9ª;PONTA GROSSA;5971287,8
2019;Julho;9ª;FOZ DO IGUAÇU;16364198,04
2019;Julho;9ª;LAGES;287827,22
2019;Julho;10ª;PASSO FUNDO;1500150
2019;Julho;10ª;CAXIAS DO SUL;727614,88
2019;Julho;10ª;SANTO ÂNGELO;1451055
2019;Agosto;1ª;PONTA PORÃ;3111593
2019;Agosto;3ª;SOBRAL;26
2019;Agosto;3ª;FORTALEZA;1365
2019;Agosto;6ª;UBERABA;5500000
2019;Agosto;8ª;ARAÇATUBA;38253
2019;Agosto;8ª;TAUBATÉ;10191,5
2019;Agosto;8ª;MARÍLIA;3601687,2
2019;Agosto;8ª;AEROPORTO INTERNACIONAL DE SÃO PAULO;3599,12
2019;Agosto;8ª;AEROPORTO INTERNACIONAL DE VIRACOPOS;62,05
2019;Agosto;9ª;CURITIBA;11593178,06
2019;Agosto;9ª;LAGES;1035275
2019;Agosto;10ª;PELOTAS;2877559,75
2019;Agosto;10ª;SANTA CRUZ DO SUL;1691077,3
2019;Agosto;10ª;PORTO ALEGRE;5192240
2019;Setembro;1ª;MUNDO NOVO;13857500
2019;Setembro;1ª;PONTA PORÃ;2634170,7
2019;Setembro;2ª;RIO BRANCO;50
2019;Setembro;3ª;JUAZEIRO DO NORTE;6979,14
2019;Setembro;3ª;FORTALEZA;1846922,1
2019;Setembro;4ª;NATAL;504604,72
2019;Setembro;6ª;JUIZ DE FORA;2283629,75
2019;Setembro;8ª;ARAÇATUBA;553420
2019;Setembro;8ª;BAURU;6967500
2019;Setembro;8ª;TAUBATÉ;165998,6
2019;Setembro;8ª;SOROCABA;6371282,04
2019;Setembro;8ª;LIMEIRA;694450,02
2019;Setembro;8ª;AEROPORTO INTERNACIONAL DE SÃO PAULO;1625,37
2019;Setembro;8ª;AEROPORTO INTERNACIONAL DE VIRACOPOS;7,13
2019;Setembro;8ª;SÃO PAULO;372655,78
2019;Setembro;9ª;CASCAVEL;33371168,53
2019;Setembro;9ª;PONTA GROSSA;4910890
2019;Setembro;9ª;FOZ DO IGUAÇU;5359698,95
2019;Setembro;9ª;LAGES;119320
2019;Setembro;10ª;SANTA CRUZ DO SUL;1785537,5
2019;Setembro;10ª;PORTO DE RIO GRANDE;26,24
2019;Outubro;1ª;GOIÂNIA;1945000
2019;Outubro;2ª;PORTO DE MANAUS;223710,5
2019;Outubro;2ª;RIO BRANCO;4130,5
2019;Outubro;2ª;BOA VISTA;2170,32
2019;Outubro;3ª;FORTALEZA;1172850
2019;Outubro;4ª;NATAL;682518,2
2019;Outubro;5ª;VITÓRIA DA CONQUISTA;46610
2019;Outubro;6ª;BELO HORIZONTE;6420000
2019;Outubro;7ª;NOVA IGUAÇU;3635094
2019;Outubro;8ª;BAURU;8070561,35
2019;Outubro;8ª;PRESIDENTE PRUDENTE;765187,5
2019;Outubro;8ª;PORTO DE SANTOS;3031670
2019;Outubro;8ª;SÃO PAULO;800000
2019;Outubro;9ª;LONDRINA;7332091,77
2019;Outubro;9ª;PONTA GROSSA;3806939,97
2019;Outubro;9ª;JOAÇABA;7500000
2019;Outubro;9ª;FLORIANÓPOLIS;25979917,18
2019;Outubro;10ª;PASSO FUNDO;1500010
2019;Outubro;10ª;SANTO ÂNGELO;1676500
2019;Outubro;10ª;URUGUAIANA;1366,5
2019;Novembro;1ª;MUNDO NOVO;13022500
2019;Novembro;1ª;PONTA PORÃ;13193956,5
2019;Novembro;2ª;MACAPÁ;12060
2019;Novembro;5ª;ARACAJU;1038000
2019;Novembro;7ª;PORTO DE ITAGUAÍ;466,55
2019;Novembro;8ª;ARAÇATUBA;20396195
2019;Novembro;8ª;PRESIDENTE PRUDENTE;397797,2
2019;Novembro;8ª;MARÍLIA;12053014,5
2019;Novembro;8ª;AEROPORTO INTERNACIONAL DE SÃO PAULO;5277,62
2019;Novembro;8ª;AEROPORTO INTERNACIONAL DE VIRACOPOS;21,69
2019;Novembro;9ª;LONDRINA;2521130
2019;Novembro;9ª;CASCAVEL;7395185,89
2019;Novembro;9ª;MARINGÁ;25167313,56
2019;Novembro;9ª;FOZ DO IGUAÇU;51404662,8
2019;Novembro;9ª;PORTO DE PARANAGUÁ;113115
2019;Novembro;9ª;JOINVILLE;4652770,9
2019;Dezembro;1ª;AEROPORTO INTERNACIONAL DE BRASÍLIA;89815
2019;Dezembro;1ª;GOIÂNIA;2508026,7
2019;Dezembro;1ª;CUIABÁ;6045401,26
2019;Dezembro;1ª;MUNDO NOVO;2232500
2019;Dezembro;2ª;MACAPÁ;4825
2019;Dezembro;2ª;PORTO VELHO;48031,5
2019;Dezembro;3ª;FORTALEZA;2580140
2019;Dezembro;3ª;SÃO LUÍS;400
2019;Dezembro;4ª;RECIFE;4924065
2019;Dezembro;5ª;VITÓRIA DA CONQUISTA;6746710
2019;Dezembro;5ª;SALVADOR;9217669,52
2019;Dezembro;6ª;GOVERNADOR VALADARES;487220
2019;Dezembro;6ª;JUIZ DE FORA;23437
2019;Dezembro;6ª;UBERABA;1070
2019;Dezembro;7ª;VOLTA REDONDA;600
2019;Dezembro;8ª;BAURU;17011494,3
2019;Dezembro;8ª;PRESIDENTE PRUDENTE;1484541,83
2019;Dezembro;8ª;RIBEIRÃO PRETO;1767315,14
2019;Dezembro;8ª;MARÍLIA;5983235
2019;Dezembro;8ª;FRANCA;784434,5
2019;Dezembro;8ª;AEROPORTO INTERNACIONAL DE SÃO PAULO;6281,45
2019;Dezembro;8ª;AEROPORTO INTERNACIONAL DE VIRACOPOS;25,71
2019;Dezembro;9ª;LONDRINA;6520722
2019;Dezembro;9ª;CASCAVEL;6750950
2019;Dezembro;9ª;FOZ DO IGUAÇU;109730948,5
2019;Dezembro;9ª;JOAÇABA;9334705,86
2019;Dezembro;9ª;DIONÍSIO CERQUEIRA;4792449,2
2019;Dezembro;10ª;PELOTAS;815085
2019;Dezembro;10ª;CAXIAS DO SUL;1026592
2019;Dezembro;10ª;NOVO HAMBURGO;2275185
2019;Dezembro;10ª;URUGUAIANA;886,2
2019;Dezembro;10ª;PORTO DE RIO GRANDE;934845
2019;Dezembro;10ª;PORTO ALEGRE;238175
2020;Janeiro;1ª;GOIÂNIA;14161650,48
2020;Janeiro;1ª;PONTA PORÃ;5314470
2020;Janeiro;2ª;BOA VISTA;64787,97
2020;Janeiro;3ª;SOBRAL;450
2020;Janeiro;9ª;PONTA GROSSA;375000
2020;Janeiro;10ª;PELOTAS;280550
2020;Janeiro;10ª;CAXIAS DO SUL;975000
2020;Fevereiro;1ª;CAMPO GRANDE;5314674,9
2020;Fevereiro;1ª;MUNDO NOVO;33917910
2020;Fevereiro;1ª;PONTA PORÃ;49,6
2020;Fevereiro;2ª;BELÉM;225000
2020;Fevereiro;2ª;RIO BRANCO;232631,93
2020;Fevereiro;2ª;PORTO VELHO;476,4
2020;Fevereiro;2ª;BOA VISTA;12786,78
2020;Fevereiro;4ª;JOÃO PESSOA;16569265
2020;Fevereiro;8ª;ARAÇATUBA;377230
2020;Fevereiro;8ª;TAUBATÉ;87445,11
2020;Fevereiro;8ª;SOROCABA;3897560,76
2020;Fevereiro;8ª;ARARAQUARA;969079,75
2020;Fevereiro;8ª;AEROPORTO INTERNACIONAL DE SÃO PAULO;5424,64
2020;Fevereiro;8ª;AEROPORTO INTERNACIONAL DE VIRACOPOS;539,18
2020;Fevereiro;9ª;LONDRINA;8581648,96
2020;Fevereiro;9ª;PONTA GROSSA;10605044,2
2020;Fevereiro;9ª;FOZ DO IGUAÇU;24072890,84
2020;Fevereiro;9ª;CURITIBA;50
2020;Fevereiro;9ª;JOAÇABA;3339912,56
2020;Fevereiro;10ª;SANTA MARIA;2710186,23
2020;Fevereiro;10ª;PASSO FUNDO;1500000
2020;Fevereiro;10ª;CAXIAS DO SUL;1825000
2020;Março;1ª;CAMPO GRANDE;24770237
2020;Março;1ª;MUNDO NOVO;8978000
2020;Março;4ª;NATAL;5092500
2020;Março;8ª;PORTO DE SANTOS;1606499,87
2020;Março;9ª;CASCAVEL;15342618,43
2020;Março;10ª;PASSO FUNDO;1321200
2020;Março;10ª;CAXIAS DO SUL;1975000
2020;Março;10ª;NOVO HAMBURGO;575250
2020;Março;10ª;PORTO ALEGRE;5520745
2020;Abril;1ª;GOIÂNIA;18284450,14
2020;Abril;1ª;CAMPO GRANDE;1637950
2020;Abril;1ª;MUNDO NOVO;1890000
2020;Abril;2ª;BOA VISTA;76
2020;Abril;3ª;FORTALEZA;10674,94
2020;Abril;8ª;AEROPORTO INTERNACIONAL DE VIRACOPOS;66
2020;Abril;8ª;PORTO DE SANTOS;809584
2020;Abril;9ª;FOZ DO IGUAÇU;27728786,82
2020;Abril;10ª;URUGUAIANA;195,6
2020;Abril;10ª;PORTO ALEGRE;1240000
2020;Maio;1ª;GOIÂNIA;1382500
2020;Maio;1ª;ANÁPOLIS;13200
2020;Maio;8ª;AEROPORTO INTERNACIONAL DE SÃO PAULO;5075,07
2020;Maio;8ª;PORTO DE SANTOS;508312,8
2020;Maio;9ª;CASCAVEL;19791559,51
2020;Maio;9ª;MARINGÁ;9014597,6
2020;Maio;10ª;NOVO HAMBURGO;924640
2020;Maio;10ª;SANTO ÂNGELO;5
2020;Maio;10ª;SANTA CRUZ DO SUL;181842,4
2020;Maio;10ª;PORTO ALEGRE;1416940
2020;Junho;1ª;CAMPO GRANDE;2753850
2020;Junho;5ª;VITÓRIA DA CONQUISTA;33265,1
2020;Junho;7ª;NITERÓI;1445077,55
2020;Junho;7ª;NOVA IGUAÇU;1065947,4
2020;Junho;7ª;CAMPOS DOS GOYTACAZES;380241,2
2020;Junho;8ª;FRANCA;69626,4
2020;Junho;8ª;AEROPORTO INTERNACIONAL DE SÃO PAULO;9091,12
2020;Junho;8ª;PORTO DE SANTOS;243446
2020;Junho;9ª;LONDRINA;13024150
2020;Junho;9ª;CASCAVEL;25585839,9
2020;Junho;9ª;FOZ DO IGUAÇU;40841096,39
2020;Junho;9ª;JOAÇABA;1744165,45
2020;Junho;10ª;PELOTAS;8290620
2020;Junho;10ª;PASSO FUNDO;1500000
2020;Junho;10ª;CAXIAS DO SUL;2378400
2020;Junho;10ª;URUGUAIANA;167922,5
2020;Junho;10ª;PORTO DE RIO GRANDE;40
2020;Julho;1ª;CAMPO GRANDE;8500776
